,Where did you find out about Orange?,What Data Mining level are you?,Where do you work?,Excel,IBM SPSS Statistics,KNIME,MATLAB,Python,Python Pandas,R,Rapid Miner,SQL,Weka,None,"Would you enjoy getting monthly tips and video tutorials on how to get the most out of Orange? If so, type your email below. <br><br>*<em>You can unsubscribe at any time and we will always respect your privacy.</em>"
9027,College,Beginner,Industry,0,1,1,1,1,1,0,1,0,1,1,1
9028,College,Beginner,I'm a student,1,1,1,1,1,1,1,0,1,1,1,0
9029,Web,Beginner,,0,1,1,1,1,1,1,1,1,1,1,1
9030,Anaconda,Intermediate,I'm a student,1,1,1,1,1,1,0,1,1,1,1,1
9031,College,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
9032,Friends,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9033,Web,Intermediate,Research,1,0,1,1,1,1,0,1,1,1,1,0
9034,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9035,Web,Intermediate,Industry,1,1,1,1,0,0,0,1,1,1,1,0
9036,School,Beginner,Research,0,0,1,1,1,1,1,1,1,1,1,1
9037,Web,Intermediate,Research,1,1,1,0,1,1,1,1,1,1,1,0
9038,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9039,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
9040,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9041,College,Intermediate,,0,1,1,0,1,1,1,1,0,1,1,0
9042,Anaconda,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
9043,Anaconda,Intermediate,Research,1,1,1,1,0,1,1,1,1,0,1,1
9044,Web,Intermediate,Academia,0,1,1,0,0,0,0,0,0,1,1,0
9045,College,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
9046,Web,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
9047,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
9048,School,Beginner,I'm a student,0,1,1,1,1,1,0,1,0,1,1,0
9049,Anaconda,Intermediate,,1,1,1,1,0,0,0,1,1,1,1,1
9050,Anaconda,Intermediate,Research,0,1,1,1,1,1,0,1,1,1,1,0
9051,Friends,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9052,Anaconda,Intermediate,Industry,0,1,1,0,0,0,0,0,0,1,1,0
9053,College,Expert,Academia,0,1,0,1,1,1,1,1,0,0,1,0
9054,Friends,Beginner,I'm a student,0,1,1,1,1,1,1,0,1,1,1,1
9055,College,Beginner,Academia,1,1,1,1,1,1,1,1,0,1,1,1
9056,Anaconda,Expert,Research,1,1,1,1,0,0,0,1,1,1,1,0
9057,Job,Intermediate,Industry,1,1,1,1,1,0,0,0,0,1,1,0
9058,Friends,Expert,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9059,Web,Beginner,Industry,0,1,1,1,1,1,0,1,0,1,1,0
9060,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,0,1,1,1,1,1
9061,Web,Beginner,Academia,1,1,1,0,1,1,1,1,1,1,1,1
9062,Anaconda,Intermediate,Industry,0,1,1,1,0,0,0,1,1,1,1,0
9063,Job,Beginner,,0,0,0,0,0,1,0,0,1,0,1,1
9064,Anaconda,Intermediate,Research,0,1,1,1,0,0,1,0,0,0,1,0
9065,School,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
9066,School,Beginner,Academia,0,0,1,0,1,1,0,1,1,0,1,1
9067,College,Beginner,I'm a student,1,0,1,1,1,1,0,1,0,1,1,1
9068,Anaconda,Beginner,Industry,0,1,1,1,0,0,1,1,1,1,1,1
9069,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9070,Web,Intermediate,Industry,0,1,1,0,0,1,0,1,0,1,1,1
9071,Anaconda,Intermediate,Industry,0,1,1,1,0,0,1,1,0,1,1,1
9072,Friends,Beginner,Industry,1,1,1,1,1,1,1,1,0,1,1,1
9073,Friends,Beginner,I'm a student,0,1,1,1,1,1,0,1,1,1,1,1
9074,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
9075,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9076,Web,Beginner,Academia,0,0,1,0,1,1,0,1,1,1,1,0
9077,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,0
9078,Anaconda,Beginner,Industry,0,1,1,1,0,1,0,1,0,1,1,1
9079,Anaconda,Expert,I'm a student,0,0,1,1,1,1,1,1,1,1,1,1
9080,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
9081,Web,Intermediate,Industry,0,0,1,1,1,1,0,0,0,1,1,0
9082,College,Expert,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9083,Anaconda,Intermediate,Industry,1,0,1,1,1,1,1,1,0,1,1,1
9084,Web,Beginner,Research,1,1,1,1,0,1,1,1,1,1,1,1
9085,Job,Beginner,Academia,0,1,1,0,1,1,1,1,1,1,1,1
9086,Web,Beginner,I'm a student,0,1,1,1,1,1,0,1,1,1,1,1
9087,Web,Beginner,Academia,1,1,1,0,1,1,1,1,1,1,1,1
9088,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
9089,College,Beginner,I'm a student,0,1,1,1,0,1,0,1,0,0,1,1
9090,Anaconda,Intermediate,Research,0,1,1,0,0,0,1,0,1,1,1,1
9091,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
9092,Job,Beginner,,0,1,1,0,1,1,1,1,0,1,1,0
9093,Anaconda,Beginner,,1,1,1,1,0,1,1,1,1,1,1,1
9094,Anaconda,Beginner,Research,1,1,1,1,0,1,1,1,1,1,1,1
9095,Anaconda,Beginner,Research,1,1,1,1,0,1,1,1,1,1,1,0
9096,Web,Beginner,,1,1,1,1,1,1,1,1,1,1,1,1
9097,Anaconda,Beginner,Research,0,1,1,1,0,1,0,1,1,1,1,1
9098,School,Beginner,I'm a student,0,0,1,1,1,1,1,1,1,1,1,0
9099,Web,Beginner,Research,1,1,1,1,0,0,0,1,0,1,1,1
9100,Anaconda,Beginner,Research,0,1,1,1,0,0,1,1,1,1,1,1
9101,Friends,Intermediate,Academia,0,1,1,1,0,1,1,1,0,1,1,1
9102,School,Beginner,I'm a student,0,1,1,1,0,1,0,1,1,1,1,0
9103,Anaconda,Beginner,I'm a student,0,1,1,0,0,1,1,1,1,1,1,0
9104,Web,Expert,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9105,Job,Intermediate,Industry,0,1,1,1,1,1,1,1,0,1,1,1
9106,Anaconda,Expert,Research,1,1,1,1,0,1,0,1,0,1,1,1
9107,Anaconda,Intermediate,Industry,1,0,1,1,0,0,0,1,0,1,1,0
9108,Anaconda,Beginner,I'm a student,0,1,1,0,0,0,1,1,1,1,1,0
9109,Anaconda,Beginner,I'm a student,0,1,1,0,1,1,0,1,0,1,1,1
9110,Anaconda,Intermediate,Industry,0,1,1,1,0,0,0,1,0,1,1,1
9111,Job,Intermediate,Industry,0,1,0,0,0,0,0,1,1,1,1,1
9112,Anaconda,Intermediate,Industry,0,1,1,1,1,1,0,1,0,1,1,1
9113,Web,Intermediate,Industry,0,1,1,0,1,1,1,1,0,1,1,1
9114,Friends,Intermediate,Academia,1,1,1,1,1,1,0,1,1,1,1,1
9115,,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,0
9116,Anaconda,Beginner,I'm a student,0,1,1,0,0,1,1,1,1,1,1,0
9117,Web,Beginner,I'm a student,0,1,1,1,0,1,0,1,0,1,1,0
9118,College,Beginner,Research,1,1,1,0,0,1,1,1,1,1,1,1
9119,Anaconda,Beginner,Industry,1,1,1,1,0,0,1,1,1,1,1,0
9120,Web,Beginner,Academia,0,0,1,1,1,1,0,1,1,1,1,0
9121,College,Intermediate,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
9122,Web,Beginner,Academia,1,0,1,0,1,1,1,1,1,1,1,0
9123,College,Beginner,Academia,0,1,1,1,0,0,1,0,0,0,1,1
9124,,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
9125,School,Intermediate,Academia,0,0,1,1,1,1,1,1,1,1,1,1
9126,Web,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,0
9127,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,0,1,1,1,1,0
9128,College,Beginner,I'm a student,0,0,1,0,0,0,0,1,0,1,1,0
9129,College,Beginner,I'm a student,0,1,1,0,1,1,0,1,0,1,1,1
9130,Web,Beginner,Research,1,1,1,1,0,1,1,1,1,1,1,1
9131,Job,Intermediate,Industry,0,1,0,1,1,0,1,1,0,1,1,1
9132,Anaconda,Beginner,Academia,0,1,1,1,0,1,1,1,0,1,1,1
9133,School,Intermediate,Academia,0,1,1,1,0,1,1,1,0,1,1,0
9134,Anaconda,Beginner,I'm a student,0,0,1,1,1,1,0,1,1,1,1,1
9135,Web,Beginner,Industry,1,1,0,0,1,1,0,1,0,1,1,0
9136,Anaconda,Beginner,Research,1,1,1,1,0,1,0,1,0,1,1,1
9137,Anaconda,Beginner,,0,1,1,1,1,1,1,1,0,1,1,0
9138,Web,Intermediate,I'm a student,1,1,1,1,0,0,1,1,1,0,1,0
9139,Web,Beginner,Academia,1,1,1,1,1,1,1,1,0,1,1,1
9140,Job,Intermediate,Academia,0,1,1,0,0,1,1,1,1,1,1,0
9141,Anaconda,Beginner,Industry,0,1,1,1,0,1,0,1,1,1,1,1
9142,Web,Intermediate,Research,0,0,1,1,1,1,1,1,1,1,1,1
9143,Anaconda,Beginner,Industry,0,1,1,1,0,0,0,1,1,1,1,1
9144,Job,Beginner,Academia,0,1,1,0,0,1,1,1,1,1,1,1
9145,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
9146,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,0
9147,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,1
9148,Web,Beginner,I'm a student,0,1,0,0,0,0,1,1,1,1,1,0
9149,Anaconda,Beginner,,0,1,1,1,1,1,1,1,1,1,1,1
9150,Web,Beginner,Industry,0,1,1,1,1,1,1,0,0,1,1,0
9151,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
9152,Friends,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,0
9153,Web,Intermediate,Academia,0,1,0,1,0,1,0,1,0,1,1,0
9154,Anaconda,Intermediate,Research,0,1,1,1,0,1,0,1,0,0,1,0
9155,Conference,Intermediate,Research,0,0,1,1,1,1,1,1,1,1,1,0
9156,Web,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
9157,School,Beginner,I'm a student,0,1,1,0,0,0,1,1,1,1,1,0
9158,Anaconda,Beginner,Industry,0,1,1,0,0,0,1,1,0,1,1,1
9159,Web,Intermediate,,0,1,0,1,1,1,1,1,0,1,1,0
9160,Web,Beginner,Industry,0,1,1,1,0,1,0,0,1,1,1,1
9161,College,Beginner,Academia,0,1,1,0,0,1,0,1,0,1,1,1
9162,Job,Beginner,Industry,1,1,1,1,1,1,1,1,1,0,1,1
9163,Anaconda,Beginner,Industry,0,1,0,1,0,0,1,1,0,1,1,1
9164,School,Beginner,Academia,0,0,1,1,1,1,0,1,1,1,1,1
9165,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
9166,Web,Expert,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9167,Anaconda,Beginner,I'm a student,1,1,1,1,0,0,1,1,1,0,1,1
9168,Anaconda,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9169,,Intermediate,,0,1,1,1,0,0,0,1,0,1,1,1
9170,Anaconda,Beginner,Industry,0,0,0,0,0,1,0,1,0,1,1,1
9171,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
9172,Web,Beginner,Industry,0,1,1,1,0,1,1,0,1,0,1,0
9173,Anaconda,Beginner,Research,0,1,1,1,0,1,1,1,0,1,1,1
9174,Job,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9175,Anaconda,Beginner,Industry,1,1,1,1,0,0,0,1,1,1,1,0
9176,Anaconda,Expert,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9177,School,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
9178,Web,Beginner,Academia,0,0,1,1,1,1,1,1,1,1,1,0
9179,Web,Intermediate,I'm a student,1,1,1,1,0,0,0,1,0,1,1,0
9180,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,0,1,0,1,1,1
9181,Web,Intermediate,,1,1,1,1,0,1,1,1,0,1,1,1
9182,Anaconda,Beginner,,1,1,1,1,0,1,1,1,1,1,1,1
9183,Anaconda,Beginner,,0,1,1,1,1,1,0,1,1,1,1,1
9184,Web,Beginner,I'm a student,0,0,1,1,1,1,1,1,0,1,1,0
9185,Web,Beginner,,1,1,1,1,1,1,1,1,1,1,0,0
9186,Anaconda,Expert,Industry,0,1,1,0,1,1,0,1,1,1,1,1
9187,Anaconda,Beginner,I'm a student,0,0,1,0,1,1,0,1,0,1,1,0
9188,College,Beginner,I'm a student,1,0,1,1,1,1,0,1,0,1,1,0
9189,Web,Expert,Research,0,1,1,0,0,1,1,1,1,1,1,1
9190,,Intermediate,,1,1,1,0,0,0,0,1,1,0,1,1
9191,College,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
9192,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
9193,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
9194,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9195,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,0
9196,Anaconda,Beginner,Industry,1,1,1,1,0,0,1,1,0,1,1,0
9197,Web,Intermediate,,0,1,1,1,0,1,1,1,1,1,1,0
9198,College,Intermediate,I'm a student,0,0,1,0,1,1,0,1,0,1,1,0
9199,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
9200,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,1
9201,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9202,Web,Intermediate,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9203,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
9204,Anaconda,Beginner,Industry,0,1,1,1,0,1,0,1,0,1,1,0
9205,Web,Expert,Research,1,0,1,1,0,0,0,1,1,0,1,0
9206,,,,1,1,1,1,1,1,1,1,1,1,1,0
9207,Anaconda,Intermediate,Industry,1,1,1,0,0,0,0,1,1,1,1,0
9208,School,Beginner,I'm a student,1,1,1,1,0,1,0,0,1,1,1,1
9209,Friends,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
9210,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,0
9211,College,Expert,I'm a student,0,1,1,0,0,0,0,1,0,1,1,1
9212,Anaconda,Expert,,1,1,1,0,1,1,1,1,1,1,1,0
9213,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9214,,,,1,1,1,1,1,1,1,1,1,1,1,1
9215,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,0
9216,Anaconda,Intermediate,Industry,0,1,1,0,0,0,0,1,0,1,1,0
9217,Friends,Intermediate,Academia,1,1,1,1,0,1,1,1,0,1,1,1
9218,Anaconda,Beginner,Industry,1,1,1,1,0,0,0,1,0,1,1,1
9219,Web,,Research,0,1,1,1,0,1,0,1,1,1,1,1
9220,College,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
9221,Web,Beginner,Industry,0,1,1,1,0,1,0,1,1,1,1,0
9222,College,Beginner,Research,0,1,1,1,0,0,0,0,0,1,1,0
9223,Web,Intermediate,Industry,1,1,0,1,0,0,0,1,0,0,1,1
9224,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,0,1,1,0
9225,Web,Intermediate,Industry,0,1,1,0,0,0,0,1,1,1,1,0
9226,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
9227,Anaconda,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,1,0
9228,Anaconda,Beginner,Academia,0,0,1,0,0,1,0,1,0,1,1,0
9229,Anaconda,Beginner,Academia,0,1,1,1,1,1,0,1,1,1,1,0
9230,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
9231,College,Beginner,I'm a student,0,1,1,1,0,1,0,1,1,1,1,1
9232,Anaconda,Beginner,I'm a student,0,0,1,1,0,0,1,1,0,1,1,0
9233,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
9234,Web,Intermediate,Research,0,1,1,1,0,0,0,1,0,1,1,1
9235,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9236,Anaconda,Beginner,Industry,1,1,1,0,1,1,1,1,0,1,1,1
9237,College,Beginner,I'm a student,0,1,1,0,0,1,1,1,0,1,1,1
9238,Conference,Beginner,Research,0,1,1,0,0,0,1,1,0,0,1,0
9239,,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,0
9240,Web,Intermediate,Industry,0,1,1,0,1,1,1,1,1,1,1,0
9241,Friends,Expert,Industry,1,1,1,1,0,1,1,1,0,0,1,1
9242,Anaconda,Intermediate,Academia,1,1,1,1,0,0,0,1,1,1,1,0
9243,Web,Beginner,,0,1,1,1,0,1,0,1,0,1,1,1
9244,Web,Intermediate,I'm a student,0,0,1,0,0,1,0,1,1,1,1,1
9245,Job,Intermediate,I'm a student,0,1,1,1,0,1,0,1,0,1,1,0
9246,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
9247,Anaconda,Expert,Research,1,1,1,1,1,1,1,0,1,1,1,1
9248,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
9249,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,0
9250,Web,Expert,,1,0,1,1,1,1,0,1,1,1,1,0
9251,Web,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9252,Anaconda,Beginner,I'm a student,0,1,1,0,0,0,0,1,0,1,1,1
9253,Anaconda,Beginner,Research,0,0,1,0,1,1,0,1,1,1,1,0
9254,Anaconda,,Industry,0,0,1,0,1,1,1,1,1,0,1,0
9255,School,Beginner,Research,0,1,1,1,1,1,0,1,1,0,1,1
9256,School,Beginner,I'm a student,0,1,1,0,0,1,1,1,1,1,1,1
9257,Anaconda,Beginner,Industry,0,1,0,1,0,0,0,1,0,0,1,0
9258,Web,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
9259,Anaconda,Beginner,Industry,0,1,1,0,0,0,1,1,0,1,1,0
9260,Anaconda,Beginner,I'm a student,0,1,1,1,1,0,1,1,0,1,1,1
9261,School,Intermediate,Academia,1,1,1,1,0,1,1,1,1,1,1,0
9262,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
9263,Friends,Intermediate,I'm a student,0,1,1,1,0,1,0,1,0,1,1,0
9264,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
9265,Anaconda,Beginner,,1,1,1,1,1,0,0,1,1,0,1,1
9266,Anaconda,Intermediate,Industry,0,1,1,0,0,0,1,1,0,1,1,1
9267,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9268,Friends,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
9269,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,1,1
9270,College,Beginner,I'm a student,0,1,1,1,0,0,1,1,0,0,1,0
9271,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,0,1,0,1,1,1
9272,Anaconda,Beginner,,1,1,1,1,1,0,0,1,1,0,1,1
9273,Anaconda,Beginner,I'm a student,0,1,1,0,0,0,0,1,0,1,1,0
9274,Anaconda,Intermediate,Academia,0,1,1,0,0,1,0,1,0,0,1,1
9275,School,Intermediate,I'm a student,0,1,1,1,1,1,0,1,0,1,1,0
9276,Friends,Beginner,Industry,0,1,1,1,1,1,0,1,1,1,1,1
9277,Web,Expert,Academia,1,1,1,1,1,0,1,1,1,1,1,1
9278,Web,Intermediate,Industry,1,1,0,1,1,1,0,1,0,1,1,1
9279,Anaconda,Intermediate,Academia,0,1,1,0,0,1,1,1,1,1,1,1
9280,Anaconda,Beginner,Academia,0,1,1,1,0,1,1,1,1,1,1,0
9281,Anaconda,Beginner,I'm a student,0,1,1,1,0,1,1,1,0,1,1,1
9282,School,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9283,School,Beginner,I'm a student,0,0,1,1,1,1,1,1,1,1,1,1
9284,Friends,Beginner,I'm a student,0,1,1,1,1,1,0,1,1,1,1,0
9285,Web,Beginner,,0,1,1,1,0,1,1,1,0,1,1,1
9286,School,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9287,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
9288,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,1,1
9289,Anaconda,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
9290,Web,Intermediate,Academia,0,1,1,0,0,0,0,1,0,1,1,1
9291,Anaconda,Beginner,Research,1,0,1,1,1,1,1,1,1,1,1,1
9292,Web,Beginner,Research,0,1,1,1,1,1,0,1,1,1,1,1
9293,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
9294,Web,Beginner,Academia,0,1,1,0,0,1,1,1,1,0,1,1
9295,Web,Beginner,Research,1,1,1,1,0,1,1,1,1,1,1,0
9296,School,Beginner,I'm a student,0,1,1,0,1,1,1,1,0,0,1,1
9297,Web,Beginner,Research,0,1,1,1,1,1,0,1,1,1,1,1
9298,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,0
9299,Anaconda,Beginner,Industry,0,1,1,1,0,1,0,1,1,1,1,0
9300,,Beginner,,0,0,1,1,1,1,1,1,1,1,1,1
9301,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,0,1,0,1,1,1
9302,Web,Intermediate,Industry,0,1,1,1,0,0,0,1,0,1,1,0
9303,College,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9304,Job,Intermediate,,0,1,1,1,1,1,1,1,0,1,1,1
9305,College,Beginner,Academia,1,1,1,1,0,0,0,0,1,1,1,1
9306,Anaconda,Intermediate,Academia,0,1,1,0,0,0,0,1,0,1,1,1
9307,Anaconda,Beginner,,0,1,1,1,0,1,1,1,0,1,1,0
9308,Conference,Intermediate,Research,0,1,1,0,1,1,0,1,1,1,1,0
9309,Friends,Beginner,Academia,1,0,1,0,0,1,1,1,1,1,1,1
9310,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
9311,,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9312,College,Beginner,I'm a student,0,0,1,0,1,1,0,1,0,1,1,1
9313,Anaconda,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,0
9314,Anaconda,Intermediate,Academia,0,1,1,1,0,0,1,1,0,1,1,1
9315,Anaconda,Beginner,Academia,0,1,1,0,0,1,1,1,1,1,1,0
9316,College,Expert,Academia,1,1,1,0,1,1,1,1,1,1,1,0
9317,Web,Beginner,Industry,0,1,1,1,1,1,0,1,0,1,1,1
9318,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
9319,School,Intermediate,Industry,0,1,1,1,1,1,1,1,1,1,1,0
9320,College,Beginner,I'm a student,0,1,1,0,0,1,0,1,0,1,1,1
9321,Friends,Beginner,Industry,1,1,1,1,0,1,1,1,1,1,1,1
9322,College,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
9323,Job,Beginner,Industry,0,0,1,0,0,1,0,1,1,1,1,1
9324,Anaconda,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9325,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
9326,Anaconda,Beginner,I'm a student,1,1,1,1,0,0,1,1,0,0,1,0
9327,Anaconda,Beginner,I'm a student,1,1,1,1,0,0,1,1,1,1,1,1
9328,,,,0,1,1,1,1,1,1,1,1,1,1,0
9329,Anaconda,Intermediate,Industry,0,0,1,1,0,1,1,1,0,1,1,1
9330,College,Intermediate,I'm a student,0,0,1,0,0,0,0,1,0,0,1,1
9331,College,Beginner,Academia,1,1,1,0,1,1,1,1,1,1,1,0
9332,College,Beginner,Research,0,0,1,1,1,1,1,1,1,1,1,0
9333,Anaconda,Beginner,Research,0,1,0,0,0,0,0,0,0,0,1,1
9334,,Intermediate,Industry,0,0,1,1,0,1,0,1,0,1,1,1
9335,,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
9336,College,Beginner,Industry,0,1,1,0,0,1,1,1,0,1,1,0
9337,Anaconda,Beginner,Research,0,0,1,1,0,1,0,1,1,1,1,0
9338,College,Beginner,Academia,0,1,1,0,0,1,1,1,0,0,1,1
9339,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
9340,,Beginner,I'm a student,0,1,1,0,0,1,1,1,0,1,1,0
9341,Friends,,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9342,School,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,0,1
9343,School,Beginner,Academia,0,1,1,1,1,1,0,1,1,1,1,1
9344,College,Beginner,I'm a student,1,1,1,0,1,1,1,1,0,1,1,0
9345,Friends,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9346,College,Beginner,Industry,0,0,1,1,1,1,1,1,0,1,1,1
9347,Conference,Beginner,Research,1,1,0,1,0,1,1,1,1,1,1,1
9348,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
9349,School,Beginner,Academia,0,1,1,1,0,1,1,1,0,1,1,1
9350,Web,Intermediate,Industry,1,1,1,1,0,0,1,1,0,1,1,1
9351,College,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9352,Friends,Beginner,Research,0,1,1,1,1,1,0,1,1,1,1,1
9353,Web,Expert,Academia,0,1,1,1,0,1,0,1,1,1,1,1
9354,College,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
9355,Anaconda,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9356,Anaconda,Beginner,Academia,0,1,1,0,0,0,1,1,0,1,1,1
9357,Web,Beginner,Industry,1,1,1,0,1,0,1,1,0,1,1,0
9358,Job,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,0
9359,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
9360,Friends,Beginner,Research,0,0,1,1,0,0,0,1,0,1,1,0
9361,Web,Intermediate,Industry,0,1,1,1,0,1,1,1,0,1,1,0
9362,Web,Expert,Academia,1,1,1,1,0,0,0,1,0,1,1,0
9363,School,Beginner,,1,1,1,1,1,1,1,1,0,1,1,1
9364,Anaconda,Beginner,Academia,1,1,1,0,0,1,0,1,1,1,1,1
9365,College,Intermediate,Industry,0,1,1,1,1,1,1,1,1,1,1,0
9366,Friends,Intermediate,Academia,1,1,1,0,0,0,1,1,1,1,1,0
9367,School,Intermediate,Research,0,0,1,1,1,1,0,1,0,0,1,1
9368,Anaconda,Beginner,Research,0,1,1,1,0,0,0,1,1,1,1,0
9369,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
9370,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,1
9371,Anaconda,Beginner,Research,1,1,1,1,0,1,1,1,1,1,1,0
